,Date,Team,2007,Last 3,Last 1,Home,Away,2006,Current,Previous
381,2007-04-19,Chi Sox,,0.333,1.000,0.333,--,,0.333,--
382,2007-04-19,Detroit,,0.333,0.000,0.500,0.000,,0.333,--
383,2007-04-19,Philadelphia,,0.333,1.000,0.000,0.400,,0.250,0.000
384,2007-04-19,Texas,,0.333,1.000,1.000,0.000,,0.250,--
385,2007-04-19,St. Louis,,0.333,0.000,0.000,0.333,,0.200,0.000
386,2007-04-19,Washington,,0.333,0.000,0.200,--,,0.200,--
387,2007-04-19,Tampa Bay,,0.000,0.000,0.000,0.000,,0.000,--
388,2007-04-19,Boston,,0.000,0.000,--,0.000,,0.000,--
389,2007-04-19,Baltimore,,0.000,0.000,--,0.000,,0.000,--
390,2007-04-20,Kansas City,,1.000,1.000,1.000,--,,1.000,--
391,2007-04-20,Minnesota,,1.000,1.000,1.000,1.000,,1.000,1.000
392,2007-04-20,LA Angels,,0.667,1.000,0.800,--,,0.800,--
393,2007-04-20,NY Mets,,0.667,1.000,0.500,0.800,,0.714,--
394,2007-04-20,Milwaukee,,0.667,1.000,0.667,--,,0.667,--
395,2007-04-20,NY Yankees,,0.667,1.000,1.000,0.000,,0.667,--
396,2007-04-20,LA Dodgers,,1.000,1.000,--,0.667,,0.667,--
397,2007-04-20,Atlanta,,0.333,0.000,0.333,1.000,,0.667,1.000
398,2007-04-20,San Diego,,0.667,1.000,0.750,0.500,,0.667,0.000
399,2007-04-20,Miami,,0.667,0.000,0.500,0.667,,0.571,--
400,2007-04-20,Arizona,,0.667,0.000,--,0.571,,0.571,--
401,2007-04-20,Cleveland,,0.333,0.000,--,0.500,,0.500,--
402,2007-04-20,Cincinnati,,0.333,0.000,0.500,--,,0.500,1.000
403,2007-04-20,Toronto,,0.333,0.000,0.000,0.667,,0.500,0.000
404,2007-04-20,Chi Sox,,0.667,1.000,0.500,--,,0.500,--
405,2007-04-20,SF Giants,,0.667,1.000,0.500,--,,0.500,--
406,2007-04-20,Chi Cubs,,0.333,1.000,0.000,0.600,,0.500,1.000
407,2007-04-20,Pittsburgh,,0.333,0.000,--,0.500,,0.500,--
408,2007-04-20,Houston,,1.000,1.000,0.250,1.000,,0.500,--
409,2007-04-20,Seattle,,0.333,0.000,0.500,--,,0.500,--
410,2007-04-20,Oakland,,0.667,1.000,1.000,0.250,,0.400,--
411,2007-04-20,Boston,,0.333,1.000,--,0.333,,0.333,--
412,2007-04-20,Colorado,,0.000,0.000,0.500,0.000,,0.333,--
413,2007-04-20,Philadelphia,,0.667,1.000,0.000,0.500,,0.333,0.000
414,2007-04-20,Detroit,,0.333,0.000,0.500,0.000,,0.333,--
415,2007-04-20,Texas,,0.333,0.000,1.000,0.000,,0.200,--
416,2007-04-20,Washington,,0.000,0.000,0.167,--,,0.167,--
417,2007-04-20,St. Louis,,0.000,0.000,0.000,0.250,,0.167,0.000
418,2007-04-20,Baltimore,,0.000,0.000,--,0.000,,0.000,--
419,2007-04-20,Tampa Bay,,0.000,0.000,0.000,0.000,,0.000,--
420,2007-04-21,Kansas City,,1.000,1.000,1.000,--,,1.000,--
421,2007-04-21,LA Angels,,0.667,1.000,0.833,--,,0.833,--
422,2007-04-21,Minnesota,,0.667,0.000,1.000,0.667,,0.800,1.000
423,2007-04-21,LA Dodgers,,1.000,1.000,1.000,0.667,,0.714,--
424,2007-04-21,Atlanta,,0.667,1.000,0.333,1.000,,0.714,1.000
425,2007-04-21,San Diego,,0.667,1.000,0.750,0.667,,0.714,0.000
426,2007-04-21,NY Mets,,0.333,0.000,0.333,0.800,,0.625,--
427,2007-04-21,Cleveland,,0.333,1.000,--,0.600,,0.600,--
428,2007-04-21,Chi Sox,,1.000,1.000,0.500,1.000,,0.600,--
429,2007-04-21,Cincinnati,,0.333,1.000,0.571,--,,0.571,1.000
430,2007-04-21,SF Giants,,1.000,1.000,0.571,--,,0.571,--
431,2007-04-21,Milwaukee,,0.667,0.000,0.571,--,,0.571,--
432,2007-04-21,Houston,,1.000,1.000,0.250,1.000,,0.571,--
433,2007-04-21,Boston,,0.667,1.000,1.000,0.333,,0.500,--
434,2007-04-21,Oakland,,0.667,1.000,1.000,0.400,,0.500,--
435,2007-04-21,Miami,,0.333,0.000,0.400,0.667,,0.500,--
436,2007-04-21,Arizona,,0.333,0.000,--,0.500,,0.500,--
437,2007-04-21,NY Yankees,,0.333,0.000,1.000,0.000,,0.500,--
438,2007-04-21,Chi Cubs,,0.333,0.000,0.000,0.600,,0.429,1.000
439,2007-04-21,Pittsburgh,,0.333,0.000,--,0.429,,0.429,--
440,2007-04-21,Toronto,,0.333,0.000,0.000,0.500,,0.400,0.000
441,2007-04-21,Seattle,,0.000,0.000,0.500,0.000,,0.400,--
442,2007-04-21,Baltimore,,0.333,1.000,1.000,0.000,,0.333,--
443,2007-04-21,Philadelphia,,0.667,0.000,0.000,0.429,,0.300,0.000
444,2007-04-21,Colorado,,0.000,0.000,0.400,0.000,,0.286,--
445,2007-04-21,Washington,,0.333,1.000,0.167,1.000,,0.286,--
446,2007-04-21,St. Louis,,0.333,1.000,0.000,0.400,,0.286,0.000
447,2007-04-21,Detroit,,0.333,0.000,0.333,0.000,,0.250,--
448,2007-04-21,Texas,,0.333,0.000,0.500,0.000,,0.167,--
449,2007-04-21,Tampa Bay,,0.000,0.000,0.000,0.000,,0.000,--
450,2007-04-22,LA Angels,,1.000,1.000,0.857,--,,0.857,--
451,2007-04-22,Minnesota,,0.667,1.000,1.000,0.750,,0.833,1.000
452,2007-04-22,Kansas City,,0.667,0.000,0.750,--,,0.750,--
453,2007-04-22,LA Dodgers,,1.000,1.000,1.000,0.667,,0.750,--
454,2007-04-22,San Diego,,1.000,1.000,0.750,0.750,,0.750,0.000
455,2007-04-22,NY Mets,,0.667,1.000,0.500,0.800,,0.667,--
456,2007-04-22,Chi Sox,,1.000,1.000,0.500,1.000,,0.667,--
457,2007-04-22,Atlanta,,0.333,0.000,0.333,0.800,,0.625,1.000
458,2007-04-22,SF Giants,,1.000,1.000,0.625,--,,0.625,--
459,2007-04-22,Milwaukee,,0.667,1.000,0.625,--,,0.625,--
460,2007-04-22,Boston,,1.000,1.000,1.000,0.333,,0.600,--
461,2007-04-22,Miami,,0.333,1.000,0.500,0.667,,0.556,--
462,2007-04-22,Houston,,0.667,0.000,0.250,0.750,,0.500,--
463,2007-04-22,Cleveland,,0.333,0.000,--,0.500,,0.500,--
464,2007-04-22,Cincinnati,,0.333,0.000,0.500,--,,0.500,1.000
465,2007-04-22,Chi Cubs,,0.667,1.000,0.333,0.600,,0.500,1.000
466,2007-04-22,Baltimore,,0.667,1.000,1.000,0.000,,0.500,--
467,2007-04-22,Arizona,,0.000,0.000,--,0.444,,0.444,--
468,2007-04-22,Oakland,,0.667,0.000,1.000,0.333,,0.429,--
469,2007-04-22,NY Yankees,,0.333,0.000,1.000,0.000,,0.400,--
470,2007-04-22,Pittsburgh,,0.000,0.000,--,0.375,,0.375,--
471,2007-04-22,Philadelphia,,0.667,1.000,0.000,0.500,,0.364,0.000
472,2007-04-22,Seattle,,0.000,0.000,0.500,0.000,,0.333,--
473,2007-04-22,Toronto,,0.000,0.000,0.000,0.400,,0.333,0.000
474,2007-04-22,Texas,,0.333,1.000,0.667,0.000,,0.286,--
475,2007-04-22,Washington,,0.333,0.000,0.167,0.500,,0.250,--
476,2007-04-22,Tampa Bay,,0.333,1.000,0.333,0.000,,0.250,--
477,2007-04-22,St. Louis,,0.333,0.000,0.000,0.333,,0.250,0.000
478,2007-04-22,Colorado,,0.000,0.000,0.333,0.000,,0.250,--
479,2007-04-22,Detroit,,0.000,0.000,0.250,0.000,,0.200,--
480,2007-04-23,LA Angels,,1.000,1.000,0.875,--,,0.875,--
481,2007-04-23,Kansas City,,0.667,1.000,0.800,--,,0.800,--
482,2007-04-23,Minnesota,,0.333,0.000,1.000,0.600,,0.714,1.000
483,2007-04-23,Boston,,1.000,1.000,1.000,0.333,,0.667,--
484,2007-04-23,SF Giants,,1.000,1.000,0.667,--,,0.667,--
485,2007-04-23,Milwaukee,,0.667,1.000,0.667,--,,0.667,--
486,2007-04-23,LA Dodgers,,0.667,0.000,0.667,0.667,,0.667,--
487,2007-04-23,Atlanta,,0.667,1.000,0.333,0.833,,0.667,1.000
488,2007-04-23,San Diego,,0.667,0.000,0.750,0.600,,0.667,0.000
489,2007-04-23,NY Mets,,0.333,0.000,0.400,0.800,,0.600,--
490,2007-04-23,Miami,,0.667,1.000,0.571,0.667,,0.600,--
491,2007-04-23,Baltimore,,1.000,1.000,1.000,0.000,,0.600,--
492,2007-04-23,Cleveland,,0.667,1.000,--,0.571,,0.571,--
493,2007-04-23,Chi Sox,,0.667,0.000,0.500,0.667,,0.571,--
494,2007-04-23,Cincinnati,,0.333,0.000,0.444,--,,0.444,1.000
495,2007-04-23,Chi Cubs,,0.333,0.000,0.250,0.600,,0.444,1.000
496,2007-04-23,Pittsburgh,,0.333,1.000,--,0.444,,0.444,--
497,2007-04-23,Houston,,0.333,0.000,0.250,0.600,,0.444,--
498,2007-04-23,Philadelphia,,0.667,1.000,0.000,0.556,,0.417,0.000
499,2007-04-23,Arizona,,0.000,0.000,--,0.400,,0.400,--
500,2007-04-23,Oakland,,0.333,0.000,1.000,0.286,,0.375,--
501,2007-04-23,Texas,,0.667,1.000,0.750,0.000,,0.375,--
502,2007-04-23,Colorado,,0.333,1.000,0.429,0.000,,0.333,--
503,2007-04-23,Detroit,,0.333,1.000,0.400,0.000,,0.333,--
504,2007-04-23,NY Yankees,,0.000,0.000,1.000,0.000,,0.333,--
505,2007-04-23,St. Louis,,0.667,1.000,0.000,0.429,,0.333,0.000
506,2007-04-23,Toronto,,0.000,0.000,0.000,0.333,,0.286,0.000
507,2007-04-23,Seattle,,0.000,0.000,0.500,0.000,,0.286,--
508,2007-04-23,Washington,,0.333,0.000,0.167,0.333,,0.222,--
509,2007-04-23,Tampa Bay,,0.333,0.000,0.250,0.000,,0.200,--
510,2007-04-24,LA Angels,,0.667,0.000,0.778,--,,0.778,--
511,2007-04-24,Milwaukee,,1.000,1.000,0.667,1.000,,0.700,--
512,2007-04-24,Kansas City,,0.333,0.000,0.667,--,,0.667,--
513,2007-04-24,LA Dodgers,,0.667,0.000,0.667,0.667,,0.667,--
514,2007-04-24,San Diego,,0.667,0.000,0.750,0.600,,0.667,0.000
515,2007-04-24,SF Giants,,1.000,1.000,0.667,--,,0.667,--
516,2007-04-24,NY Mets,,0.667,1.000,0.500,0.800,,0.636,--
517,2007-04-24,Miami,,1.000,1.000,0.625,0.667,,0.636,--
518,2007-04-24,Minnesota,,0.333,0.000,0.667,0.600,,0.625,1.000
519,2007-04-24,Cleveland,,0.667,1.000,--,0.625,,0.625,--
520,2007-04-24,Chi Sox,,0.667,1.000,0.500,0.750,,0.625,--
521,2007-04-24,Atlanta,,0.333,0.000,0.333,0.714,,0.600,1.000
522,2007-04-24,Boston,,0.667,0.000,0.750,0.333,,0.571,--
523,2007-04-24,Baltimore,,0.667,0.000,0.750,0.000,,0.500,--
524,2007-04-24,Philadelphia,,1.000,1.000,0.250,0.556,,0.462,0.000
525,2007-04-24,Pittsburgh,,0.333,1.000,--,0.444,,0.444,--
526,2007-04-24,Oakland,,0.333,1.000,1.000,0.375,,0.444,--
527,2007-04-24,Cincinnati,,0.333,0.000,0.444,--,,0.444,1.000
528,2007-04-24,Detroit,,0.667,1.000,0.400,0.500,,0.429,--
529,2007-04-24,Arizona,,0.000,0.000,--,0.400,,0.400,--
530,2007-04-24,Houston,,0.000,0.000,0.250,0.500,,0.400,--
531,2007-04-24,Chi Cubs,,0.333,0.000,0.200,0.600,,0.400,1.000
532,2007-04-24,Seattle,,0.333,1.000,0.500,0.250,,0.375,--
533,2007-04-24,Toronto,,0.333,1.000,0.000,0.429,,0.375,0.000
534,2007-04-24,Texas,,0.667,0.000,0.600,0.000,,0.333,--
535,2007-04-24,Tampa Bay,,0.667,1.000,0.400,0.000,,0.333,--
536,2007-04-24,St. Louis,,0.667,1.000,0.000,0.429,,0.333,0.000
537,2007-04-24,Colorado,,0.333,0.000,0.429,0.000,,0.300,--
538,2007-04-24,NY Yankees,,0.000,0.000,1.000,0.000,,0.286,--
539,2007-04-24,Washington,,0.333,0.000,0.167,0.333,,0.222,--
540,2007-04-25,LA Angels,,0.667,1.000,0.800,--,,0.800,--
541,2007-04-25,Milwaukee,,1.000,1.000,0.667,1.000,,0.727,--
542,2007-04-25,SF Giants,,1.000,1.000,0.667,1.000,,0.700,--
543,2007-04-25,San Diego,,0.667,1.000,0.750,0.667,,0.700,0.000
544,2007-04-25,NY Mets,,0.667,1.000,0.571,0.800,,0.667,--
545,2007-04-25,Cleveland,,1.000,1.000,--,0.667,,0.667,--
546,2007-04-25,Chi Sox,,0.667,1.000,0.500,0.800,,0.667,--
547,2007-04-25,Atlanta,,0.667,1.000,0.333,0.750,,0.636,1.000
548,2007-04-25,LA Dodgers,,0.333,0.000,0.500,0.667,,0.600,--
549,2007-04-25,Miami,,0.667,0.000,0.556,0.667,,0.583,--
550,2007-04-25,Kansas City,,0.333,0.000,0.571,--,,0.571,--
551,2007-04-25,Minnesota,,0.000,0.000,0.500,0.600,,0.556,1.000
552,2007-04-25,Boston,,0.333,0.000,0.600,0.333,,0.500,--
553,2007-04-25,Oakland,,0.667,1.000,1.000,0.444,,0.500,--
554,2007-04-25,Cincinnati,,0.333,1.000,0.444,1.000,,0.500,1.000
555,2007-04-25,Philadelphia,,1.000,1.000,0.400,0.556,,0.500,0.000
556,2007-04-25,Pittsburgh,,0.667,1.000,1.000,0.444,,0.500,--
557,2007-04-25,Toronto,,0.667,1.000,0.000,0.500,,0.444,0.000
558,2007-04-25,Baltimore,,0.333,0.000,0.600,0.000,,0.429,--
559,2007-04-25,Tampa Bay,,0.667,1.000,0.500,0.000,,0.429,--
560,2007-04-25,Detroit,,0.667,0.000,0.400,0.333,,0.375,--
561,2007-04-25,Seattle,,0.333,1.000,0.500,0.250,,0.375,--
562,2007-04-25,Chi Cubs,,0.000,0.000,0.167,0.600,,0.364,1.000
563,2007-04-25,Arizona,,0.000,0.000,0.000,0.400,,0.364,--
564,2007-04-25,Houston,,0.000,0.000,0.250,0.429,,0.364,--
565,2007-04-25,Texas,,0.667,0.000,0.600,0.000,,0.333,--
566,2007-04-25,St. Louis,,0.333,0.000,0.000,0.429,,0.300,0.000
567,2007-04-25,Colorado,,0.333,0.000,0.429,0.000,,0.273,--
568,2007-04-25,NY Yankees,,0.000,0.000,1.000,0.000,,0.250,--
569,2007-04-25,Washington,,0.000,0.000,0.167,0.250,,0.200,--
570,2007-04-26,LA Angels,,0.667,1.000,0.818,--,,0.818,--
571,2007-04-26,SF Giants,,1.000,1.000,0.667,1.000,,0.727,--
572,2007-04-26,Cleveland,,1.000,1.000,1.000,0.667,,0.700,--
573,2007-04-26,Milwaukee,,0.667,0.000,0.667,0.667,,0.667,--
574,2007-04-26,San Diego,,0.333,0.000,0.750,0.571,,0.636,0.000
575,2007-04-26,Kansas City,,0.333,1.000,0.571,1.000,,0.625,--
576,2007-04-26,NY Mets,,0.667,0.000,0.500,0.800,,0.615,--
577,2007-04-26,Miami,,0.667,1.000,0.600,0.667,,0.615,--
578,2007-04-26,Chi Sox,,0.667,0.000,0.400,0.800,,0.600,--
579,2007-04-26,Atlanta,,0.333,0.000,0.333,0.667,,0.583,1.000
580,2007-04-26,Boston,,0.333,1.000,0.600,0.500,,0.556,--
581,2007-04-26,Pittsburgh,,1.000,1.000,1.000,0.444,,0.546,--
582,2007-04-26,LA Dodgers,,0.000,0.000,0.400,0.667,,0.546,--
583,2007-04-26,Philadelphia,,1.000,1.000,0.500,0.556,,0.533,0.000
584,2007-04-26,Minnesota,,0.000,0.000,0.400,0.600,,0.500,1.000
585,2007-04-26,Oakland,,0.667,0.000,0.500,0.444,,0.455,--
586,2007-04-26,Cincinnati,,0.333,0.000,0.444,0.500,,0.455,1.000
587,2007-04-26,Seattle,,0.667,1.000,0.500,0.400,,0.444,--
588,2007-04-26,Toronto,,0.667,1.000,0.000,0.500,,0.444,0.000
589,2007-04-26,Detroit,,0.667,1.000,0.400,0.500,,0.444,--
590,2007-04-26,Chi Cubs,,0.333,1.000,0.286,0.600,,0.417,1.000
591,2007-04-26,Arizona,,0.333,1.000,0.500,0.400,,0.417,--
592,2007-04-26,Tampa Bay,,0.667,0.000,0.500,0.000,,0.375,--
593,2007-04-26,Baltimore,,0.000,0.000,0.500,0.000,,0.375,--
594,2007-04-26,St. Louis,,0.667,1.000,0.250,0.429,,0.364,0.000
595,2007-04-26,Houston,,0.000,0.000,0.250,0.375,,0.333,--
596,2007-04-26,Colorado,,0.333,1.000,0.429,0.200,,0.333,--
597,2007-04-26,Texas,,0.333,0.000,0.600,0.000,,0.300,--
598,2007-04-26,NY Yankees,,0.000,0.000,1.000,0.000,,0.250,--
599,2007-04-26,Washington,,0.000,0.000,0.167,0.200,,0.182,--
600,2007-04-27,LA Angels,,1.000,1.000,0.833,--,,0.833,--
601,2007-04-27,SF Giants,,1.000,1.000,0.667,1.000,,0.750,--
602,2007-04-27,Cleveland,,1.000,1.000,1.000,0.667,,0.727,--
603,2007-04-27,Milwaukee,,0.667,0.000,0.667,0.667,,0.667,--
604,2007-04-27,NY Mets,,0.667,0.000,0.500,0.800,,0.615,--
605,2007-04-27,Miami,,0.667,1.000,0.600,0.667,,0.615,--
606,2007-04-27,Boston,,0.667,1.000,0.600,0.600,,0.600,--
607,2007-04-27,Chi Sox,,0.667,0.000,0.400,0.800,,0.600,--
608,2007-04-27,Pittsburgh,,1.000,1.000,1.000,0.444,,0.583,--
609,2007-04-27,Atlanta,,0.333,0.000,0.333,0.667,,0.583,1.000
610,2007-04-27,San Diego,,0.333,0.000,0.750,0.500,,0.583,0.000
611,2007-04-27,Kansas City,,0.333,0.000,0.571,0.500,,0.556,--
612,2007-04-27,Minnesota,,0.333,1.000,0.500,0.600,,0.546,1.000
613,2007-04-27,LA Dodgers,,0.000,0.000,0.333,0.667,,0.500,--
614,2007-04-27,Seattle,,1.000,1.000,0.500,0.500,,0.500,--
615,2007-04-27,Toronto,,1.000,1.000,0.000,0.556,,0.500,0.000
616,2007-04-27,Philadelphia,,0.667,0.000,0.429,0.556,,0.500,0.000
617,2007-04-27,Arizona,,0.667,1.000,0.667,0.400,,0.462,--
618,2007-04-27,Detroit,,0.667,1.000,0.400,0.500,,0.444,--
619,2007-04-27,St. Louis,,0.667,1.000,0.400,0.429,,0.417,0.000
620,2007-04-27,Oakland,,0.333,0.000,0.333,0.444,,0.417,--
621,2007-04-27,Cincinnati,,0.333,0.000,0.444,0.333,,0.417,1.000
622,2007-04-27,Chi Cubs,,0.333,1.000,0.286,0.600,,0.417,1.000
623,2007-04-27,Tampa Bay,,0.333,0.000,0.500,0.000,,0.333,--
624,2007-04-27,Colorado,,0.333,1.000,0.429,0.200,,0.333,--
625,2007-04-27,Baltimore,,0.000,0.000,0.429,0.000,,0.333,--
626,2007-04-27,Houston,,0.000,0.000,0.250,0.333,,0.308,--
627,2007-04-27,Texas,,0.000,0.000,0.600,0.000,,0.273,--
628,2007-04-27,Washington,,0.333,1.000,0.167,0.333,,0.250,--
629,2007-04-27,NY Yankees,,0.000,0.000,0.667,0.000,,0.222,--
630,2007-04-28,LA Angels,,0.667,0.000,0.833,0.000,,0.769,--
631,2007-04-28,Cleveland,,1.000,1.000,1.000,0.667,,0.750,--
632,2007-04-28,SF Giants,,0.667,0.000,0.667,0.750,,0.692,--
633,2007-04-28,Milwaukee,,0.667,1.000,0.667,0.750,,0.692,--
634,2007-04-28,Boston,,1.000,1.000,0.600,0.667,,0.636,--
635,2007-04-28,Chi Sox,,0.667,1.000,0.500,0.800,,0.636,--
636,2007-04-28,Pittsburgh,,1.000,1.000,1.000,0.444,,0.615,--
637,2007-04-28,Atlanta,,0.667,1.000,0.333,0.700,,0.615,1.000
638,2007-04-28,Minnesota,,0.667,1.000,0.500,0.667,,0.583,1.000
639,2007-04-28,NY Mets,,0.333,0.000,0.500,0.667,,0.571,--
640,2007-04-28,Miami,,0.333,0.000,0.600,0.500,,0.571,--
641,2007-04-28,Seattle,,1.000,1.000,0.600,0.500,,0.546,--
642,2007-04-28,LA Dodgers,,0.333,1.000,0.333,0.714,,0.539,--
643,2007-04-28,San Diego,,0.000,0.000,0.600,0.500,,0.539,0.000
644,2007-04-28,Philadelphia,,0.667,1.000,0.500,0.556,,0.529,0.000
645,2007-04-28,Arizona,,1.000,1.000,0.750,0.400,,0.500,--
646,2007-04-28,Kansas City,,0.333,0.000,0.571,0.333,,0.500,--
647,2007-04-28,Chi Cubs,,0.667,1.000,0.286,0.667,,0.462,1.000
648,2007-04-28,Toronto,,0.667,0.000,0.000,0.556,,0.455,0.000
649,2007-04-28,Detroit,,0.333,0.000,0.333,0.500,,0.400,--
650,2007-04-28,Tampa Bay,,0.333,1.000,0.500,0.250,,0.400,--
651,2007-04-28,Oakland,,0.000,0.000,0.250,0.444,,0.385,--
652,2007-04-28,Cincinnati,,0.000,0.000,0.444,0.250,,0.385,1.000
653,2007-04-28,St. Louis,,0.667,0.000,0.333,0.429,,0.385,0.000
654,2007-04-28,Texas,,0.333,1.000,0.600,0.143,,0.333,--
655,2007-04-28,Colorado,,0.333,0.000,0.375,0.200,,0.308,--
656,2007-04-28,Washington,,0.667,1.000,0.286,0.333,,0.308,--
657,2007-04-28,Baltimore,,0.000,0.000,0.429,0.000,,0.300,--
658,2007-04-28,Houston,,0.000,0.000,0.200,0.333,,0.286,--
659,2007-04-28,NY Yankees,,0.000,0.000,0.500,0.000,,0.200,--
660,2007-04-29,LA Angels,,0.667,1.000,0.833,0.500,,0.786,--
661,2007-04-29,Cleveland,,0.667,0.000,0.750,0.667,,0.692,--
662,2007-04-29,SF Giants,,0.333,0.000,0.667,0.600,,0.643,--
663,2007-04-29,Milwaukee,,0.333,0.000,0.667,0.600,,0.643,--
664,2007-04-29,Atlanta,,0.667,1.000,0.333,0.727,,0.643,1.000
665,2007-04-29,Minnesota,,1.000,1.000,0.500,0.714,,0.615,1.000
666,2007-04-29,NY Mets,,0.333,1.000,0.500,0.714,,0.600,--
667,2007-04-29,Miami,,0.667,1.000,0.600,0.600,,0.600,--
668,2007-04-29,Boston,,0.667,0.000,0.600,0.571,,0.583,--
669,2007-04-29,Chi Sox,,0.333,0.000,0.429,0.800,,0.583,--
670,2007-04-29,Pittsburgh,,0.667,0.000,0.800,0.444,,0.571,--
671,2007-04-29,San Diego,,0.333,1.000,0.667,0.500,,0.571,0.000
672,2007-04-29,Kansas City,,0.333,1.000,0.571,0.500,,0.546,--
673,2007-04-29,Arizona,,1.000,1.000,0.800,0.400,,0.533,--
674,2007-04-29,Chi Cubs,,1.000,1.000,0.286,0.714,,0.500,1.000
675,2007-04-29,Philadelphia,,0.333,0.000,0.444,0.556,,0.500,0.000
676,2007-04-29,LA Dodgers,,0.333,0.000,0.333,0.625,,0.500,--
677,2007-04-29,Seattle,,0.667,0.000,0.500,0.500,,0.500,--
678,2007-04-29,Oakland,,0.333,1.000,0.400,0.444,,0.429,--
679,2007-04-29,Cincinnati,,0.333,1.000,0.444,0.400,,0.429,1.000
680,2007-04-29,Toronto,,0.333,0.000,0.000,0.556,,0.417,0.000
681,2007-04-29,Texas,,0.667,1.000,0.600,0.250,,0.385,--
682,2007-04-29,Baltimore,,0.333,1.000,0.429,0.250,,0.364,--
683,2007-04-29,Detroit,,0.333,0.000,0.286,0.500,,0.364,--
684,2007-04-29,Tampa Bay,,0.333,0.000,0.500,0.200,,0.364,--
685,2007-04-29,St. Louis,,0.333,0.000,0.286,0.429,,0.357,0.000
686,2007-04-29,Houston,,0.333,1.000,0.333,0.333,,0.333,--
687,2007-04-29,Colorado,,0.333,0.000,0.333,0.200,,0.286,--
688,2007-04-29,Washington,,0.667,0.000,0.250,0.333,,0.286,--
689,2007-04-29,NY Yankees,,0.333,1.000,0.600,0.000,,0.273,--
690,2007-04-30,LA Angels,,0.667,1.000,0.833,0.667,,0.800,--
691,2007-04-30,Cleveland,,0.667,1.000,0.800,0.667,,0.714,--
692,2007-04-30,Milwaukee,,0.667,1.000,0.667,0.667,,0.667,--
693,2007-04-30,NY Mets,,0.667,1.000,0.500,0.750,,0.625,--
694,2007-04-30,Boston,,0.667,1.000,0.600,0.625,,0.615,--
695,2007-04-30,SF Giants,,0.000,0.000,0.667,0.500,,0.600,--
696,2007-04-30,Atlanta,,0.667,0.000,0.333,0.667,,0.600,1.000
697,2007-04-30,Minnesota,,0.667,0.000,0.500,0.625,,0.571,1.000
698,2007-04-30,Arizona,,1.000,1.000,0.833,0.400,,0.563,--
699,2007-04-30,Miami,,0.333,0.000,0.600,0.500,,0.563,--
700,2007-04-30,Chi Sox,,0.333,0.000,0.375,0.800,,0.539,--
701,2007-04-30,Seattle,,0.667,1.000,0.571,0.500,,0.539,--
702,2007-04-30,Pittsburgh,,0.333,0.000,0.667,0.444,,0.533,--
703,2007-04-30,LA Dodgers,,0.667,1.000,0.333,0.667,,0.533,--
704,2007-04-30,San Diego,,0.333,0.000,0.571,0.500,,0.533,0.000
705,2007-04-30,Philadelphia,,0.667,1.000,0.500,0.556,,0.526,0.000
706,2007-04-30,Chi Cubs,,1.000,1.000,0.286,0.714,,0.500,1.000
707,2007-04-30,Kansas City,,0.333,0.000,0.571,0.400,,0.500,--
708,2007-04-30,Cincinnati,,0.667,1.000,0.444,0.500,,0.467,1.000
709,2007-04-30,Toronto,,0.333,1.000,0.250,0.556,,0.462,0.000
710,2007-04-30,Detroit,,0.333,1.000,0.375,0.500,,0.417,--
711,2007-04-30,Tampa Bay,,0.667,1.000,0.500,0.333,,0.417,--
712,2007-04-30,Oakland,,0.333,0.000,0.333,0.444,,0.400,--
713,2007-04-30,Texas,,0.667,0.000,0.600,0.222,,0.357,--
714,2007-04-30,St. Louis,,0.333,0.000,0.286,0.429,,0.357,0.000
715,2007-04-30,Baltimore,,0.333,0.000,0.429,0.200,,0.333,--
716,2007-04-30,Colorado,,0.333,1.000,0.400,0.200,,0.333,--
717,2007-04-30,Houston,,0.333,0.000,0.286,0.333,,0.313,--
718,2007-04-30,Washington,,0.333,0.000,0.222,0.333,,0.267,--
719,2007-04-30,NY Yankees,,0.333,0.000,0.500,0.000,,0.250,--
720,2007-05-01,LA Angels,,1.000,1.000,0.833,0.750,,0.813,--
721,2007-05-01,Cleveland,,0.667,1.000,0.800,0.667,,0.714,--
722,2007-05-01,Milwaukee,,0.667,1.000,0.700,0.667,,0.688,--
723,2007-05-01,Atlanta,,0.667,1.000,0.500,0.667,,0.625,1.000
724,2007-05-01,SF Giants,,0.333,1.000,0.700,0.500,,0.625,--
725,2007-05-01,Boston,,0.667,1.000,0.600,0.625,,0.615,--
726,2007-05-01,Arizona,,1.000,1.000,0.833,0.455,,0.588,--
727,2007-05-01,NY Mets,,0.667,0.000,0.444,0.750,,0.588,--
728,2007-05-01,Miami,,0.667,1.000,0.600,0.571,,0.588,--
729,2007-05-01,Minnesota,,0.667,0.000,0.500,0.625,,0.571,1.000
730,2007-05-01,Pittsburgh,,0.333,1.000,0.714,0.444,,0.563,--
731,2007-05-01,Seattle,,0.667,1.000,0.571,0.500,,0.539,--
732,2007-05-01,Chi Sox,,0.333,0.000,0.375,0.800,,0.539,--
733,2007-05-01,LA Dodgers,,0.333,0.000,0.286,0.667,,0.500,--
734,2007-05-01,San Diego,,0.333,0.000,0.500,0.500,,0.500,0.000
735,2007-05-01,Toronto,,0.667,1.000,0.400,0.556,,0.500,0.000
736,2007-05-01,Philadelphia,,0.333,0.000,0.500,0.500,,0.500,0.000
737,2007-05-01,Cincinnati,,0.667,1.000,0.444,0.500,,0.467,1.000
